Time,Measurement 1 (dBm)
06:21.1,-38.9610953
06:21.2,-38.9635178
06:21.3,-38.9639268
06:21.4,-38.9646829
06:21.5,-38.9653185
06:21.6,-38.9631497
06:21.7,-38.965259
06:21.9,-38.9661987
06:22.0,-38.9660363
06:22.1,-38.9669082
06:22.2,-38.9685912
06:22.3,-38.9705257
06:22.4,-38.972951
06:22.5,-38.9739529
06:22.6,-38.9756947
06:22.7,-38.9772064
06:22.8,-38.9787118
06:22.9,-38.9783215
06:23.0,-38.9790738
06:23.1,-38.9799812
06:23.2,-38.9811365
06:23.3,-38.9823602
06:23.4,-38.9841311
06:23.5,-38.9834005
06:23.6,-38.9825645
06:23.7,-38.9839989
06:23.8,-38.9785969
06:24.0,-38.9808676
06:24.1,-38.9814143
06:24.2,-38.9814243
06:24.3,-38.9822379
06:24.4,-38.9822873
06:24.5,-38.9828156
06:24.6,-38.984332
06:24.7,-38.9851021
06:24.8,-38.9868385
06:24.9,-38.9850452
06:25.0,-39.0988277
06:25.1,-39.1094551
06:25.2,-39.1280441
06:25.3,-39.1288095
06:25.4,-35.2187579
06:25.5,-30.804953
06:25.6,-33.8765452
06:25.7,-39.0967462
06:25.8,-38.3313422
06:25.9,-38.6365423
06:26.0,-38.7143342
06:26.2,-38.8189815
06:26.3,-38.8651209
06:26.4,-37.5838284
06:26.5,-39.2306531
06:26.6,-39.2289678
06:26.7,-36.7187623
06:26.8,-37.4763062
06:26.9,-37.7297417
06:27.0,-38.8227278
06:27.1,-39.0533228
06:27.2,-39.0692446
06:27.3,-39.0936626
06:27.4,-39.113644
06:27.5,-39.1029347
06:27.6,-39.1089438
06:27.7,-39.0948481
06:27.9,-39.0899141
06:28.0,-39.0854777
06:28.1,-39.063206
06:28.2,-39.0559259
06:28.3,-39.05622
06:28.4,-39.0507466
06:28.5,-39.0424439
06:28.6,-39.0448618
06:28.7,-39.0459556
06:28.8,-39.0487246
06:28.9,-39.052839
06:29.0,-39.0541387
06:29.1,-39.0506296
06:29.2,-39.0511005
06:29.3,-39.0442666
06:29.4,-39.0424705
06:29.5,-39.0297108
06:29.6,-39.0284416
06:29.7,-39.0275594
06:29.8,-39.0263165
06:29.9,-39.0244521
06:30.1,-39.0204497
06:30.2,-39.0237941
06:30.3,-39.0283254
06:30.4,-39.032345
06:30.5,-39.0344967
06:30.6,-39.0380012
06:30.7,-39.0384955
06:30.8,-39.0375527
06:30.9,-39.0383867
06:31.0,-39.034181
06:31.1,-39.0347372
06:31.2,-39.0219898
06:31.3,-39.0186068
06:31.4,-39.017978
06:31.5,-39.0219435
06:31.6,-39.0186051
06:31.7,-39.0187467
06:31.8,-39.0208977
06:32.0,-39.0217399
06:32.1,-39.0232819
06:32.2,-39.0238855
06:32.3,-39.0245464
06:32.4,-39.0270174
06:32.5,-39.0321607
06:32.6,-39.0353925
06:32.7,-39.0372056
06:32.8,-39.0381486
06:32.9,-39.0339794
06:33.0,-39.0359841
06:33.1,-39.0390539
06:33.2,-39.0418785
06:33.3,-39.0438243
06:33.4,-39.0460306
06:33.5,-39.048533
06:33.6,-39.0490247
06:33.7,-39.0479765
06:33.8,-39.051113
06:33.9,-39.052145
06:34.0,-39.0529024
06:34.2,-39.0544009
06:34.3,-39.0572457
06:34.4,-39.0586914
06:34.5,-39.0595235
06:34.6,-39.0606746
06:34.7,-39.0630778
06:34.8,-39.0650101
06:34.9,-39.053917
06:35.0,-39.0558612
06:35.1,-39.0561952
06:35.2,-39.0493404
06:35.3,-39.197019
06:35.4,-39.1573319
06:35.5,-39.1786711
06:35.6,-39.1854617
06:35.7,-39.1027359
06:35.8,-39.1147121
06:35.9,-39.1275051
06:36.0,-39.1309037
06:36.1,-39.0838435
06:36.2,-39.1104544
06:36.3,-39.1021762
06:36.5,-39.108701
06:36.6,-39.1025186
06:36.7,-39.080987
06:36.8,-39.084269
06:36.9,-39.0869424
06:37.0,-39.0144704
06:37.1,-38.9671046
06:37.2,-39.177997
06:37.3,-39.1160233
06:37.4,-39.1098167
06:37.5,-39.1479707
06:37.6,-38.5248906
06:37.7,-38.9651494
06:37.8,-38.8628621
06:37.9,-38.8233845
06:38.0,-38.7700225
06:38.1,-38.6368723
06:38.2,-38.7370435
06:38.3,-38.7697182
06:38.4,-38.8394289
06:38.5,-38.8836234
06:38.6,-38.6355932
06:38.8,-38.6921513
06:38.9,-36.0402106
06:39.0,-36.4373381
06:39.1,-39.352551
06:39.2,-39.1165708
06:39.3,-39.1396529
06:39.4,-39.0494625
06:39.5,-39.1004231
06:39.6,-39.1248484
06:39.7,-39.1455148
06:39.8,-39.1650972
06:39.9,-39.1169146
06:40.0,-39.1210262
06:40.1,-38.9707156
06:40.2,-38.9628398
06:40.3,-39.0989314
06:40.4,-39.1479349
06:40.5,-39.1830299
06:40.6,-39.1982542
06:40.7,-39.1851711
06:40.9,-39.1616784
06:41.0,-39.1664816
06:41.1,-39.1646054
06:41.2,-39.1723556
06:41.3,-39.1775586
06:41.4,-39.1920609
06:41.5,-39.1934416
06:41.6,-39.2001047
06:41.7,-39.2020114
06:41.8,-39.1997605
06:41.9,-39.1998898
06:42.0,-39.1991065
06:42.1,-39.198759
06:42.2,-39.1995783
06:42.3,-39.2007472
06:42.4,-39.1913475
06:42.5,-39.1960873
06:42.6,-39.1984559
06:42.7,-39.2039585
06:42.8,-39.2037975
06:42.9,-39.2032823
06:43.1,-39.2052654
06:43.2,-39.2073824
06:43.3,-39.2108272
06:43.4,-39.2067237
06:43.5,-39.2033654
06:43.6,-39.2040604
06:43.7,-39.2027947
06:43.8,-39.2041286
06:43.9,-39.2064086
06:44.0,-39.2101431
06:44.1,-39.2113669
06:44.2,-39.2147947
06:44.3,-39.2185189
06:44.4,-39.2201457
06:44.6,-39.2223725
06:44.7,-39.2232068
06:44.8,-39.2230859
06:44.9,-39.2269262
06:45.0,-39.2292483
06:45.1,-39.2307599
06:45.2,-39.2344704
06:45.3,-39.235233
06:45.4,-39.2352416
06:45.5,-39.2375884
06:45.6,-39.2374599
06:45.7,-39.2365116
06:45.8,-39.2378998
06:45.9,-39.2389281
06:46.0,-39.2401808
06:46.1,-39.2412825
06:46.2,-39.2432251
06:46.3,-39.2446653
06:46.4,-39.245265
06:46.5,-39.2453507
06:46.7,-39.2465992
06:46.8,-39.2472748
06:46.9,-39.2481936
06:47.0,-39.2490185
06:47.1,-39.2491516
06:47.2,-39.2492161
06:47.4,-39.2496854
06:47.5,-39.250455
06:47.6,-39.2261486
06:47.7,-39.1257581
06:47.8,-39.0011374
06:47.9,-38.949047
06:48.0,-38.9387144
06:48.1,-38.9233849
06:48.2,-38.9998902
06:48.3,-39.0285075
06:48.4,-38.9823666
06:48.5,-38.9709048
06:48.6,-38.9931627
06:48.7,-38.9636471
06:48.8,-38.9571107
06:48.9,-38.9462437
06:49.0,-38.945341
06:49.1,-38.9352121
06:49.2,-38.9186783
06:49.3,-38.873232
06:49.5,-38.8704811
06:49.6,-38.872187
06:49.7,-38.8714934
06:49.8,-38.8640241
06:49.9,-38.8807914
06:50.0,-38.8955161
06:50.1,-38.9245203
06:50.2,-38.9349098
06:50.3,-38.9532097
06:50.4,-38.6502603
06:50.5,-39.576583
06:50.7,-39.563288
06:50.8,-39.5238031
06:50.9,-39.4260174
06:51.0,-39.4198247
06:51.1,-39.4053066
06:51.2,-39.4104893
06:51.3,-39.4154779
06:51.4,-39.3021252
06:51.5,-39.063735
06:51.6,-39.1907269
06:51.7,-39.2337583
06:51.8,-39.2961984
06:51.9,-39.3050271
06:52.1,-39.3215492
06:52.2,-39.3396476
06:52.3,-39.3500983
06:52.4,-39.3509837
06:52.5,-39.3444987
06:52.6,-39.3332822
06:52.7,-39.3246004
06:52.8,-39.3401195
06:52.9,-39.3443264
06:53.0,-39.3366371
06:53.1,-39.3234983
06:53.2,-39.3258905
06:53.4,-39.3322558
06:53.5,-39.3324038
06:53.6,-39.3332568
06:53.7,-39.3353412
06:53.8,-39.3512716
06:53.9,-39.3639264
06:54.0,-39.3741989
06:54.1,-39.3788305
06:54.2,-39.3849328
06:54.3,-39.3863531
06:54.4,-39.3916217
06:54.5,-39.3969796
06:54.6,-39.3992
06:54.8,-39.402342
06:54.9,-39.406321
06:55.0,-39.4071378
06:55.1,-39.4089764
06:55.2,-39.4080682
06:55.3,-39.4100763
06:55.4,-39.4112548
06:55.5,-39.4125426
06:55.6,-39.4153427
06:55.7,-39.4192953
06:55.8,-39.4184329
06:55.9,-39.417292
06:56.0,-39.4169616
06:56.1,-39.4157039
06:56.2,-39.4142251
06:56.3,-39.4145721
06:56.4,-39.4147608
06:56.5,-39.4146736
06:56.6,-39.4149005
06:56.7,-39.4146221
06:56.8,-39.4145077
06:57.0,-39.4147911
06:57.1,-39.4144619
06:57.2,-39.4131537
06:57.3,-39.4118678
06:57.4,-39.4121425
06:57.5,-39.4125379
06:57.6,-39.4128585
06:57.7,-39.4128504
06:57.8,-39.413023
06:57.9,-39.4130244
06:58.0,-39.4126572
06:58.1,-39.4127879
06:58.2,-39.4133465
06:58.3,-39.4141377
06:58.4,-39.4149033
06:58.5,-39.4147674
06:58.6,-39.4140048
06:58.7,-39.4150975
06:58.8,-39.4087493
06:59.0,-39.4041875
06:59.1,-39.3917775
06:59.2,-39.4959691
06:59.3,-38.5220202
06:59.4,-38.8979504
06:59.5,-39.0417126
06:59.6,-39.115426
06:59.7,-39.1676538
06:59.8,-39.1680197
06:59.9,-39.1965066
07:00.0,-39.2142381
07:00.1,-39.2297629
07:00.2,-39.2519794
07:00.3,-39.2728326
07:00.4,-39.2728675
07:00.5,-39.2889327
07:00.6,-39.3072762
07:00.7,-39.3071559
07:00.8,-39.3136021
07:00.9,-39.1054393
07:01.0,-39.0314871
07:01.2,-39.2310155
07:01.3,-39.28062
07:01.4,-39.2977491
07:01.5,-39.3309895
07:01.6,-39.4661964
07:01.7,-39.4547065
07:01.8,-39.4669095
07:01.9,-39.5068304
07:02.0,-38.9330497
07:02.1,-39.3832841
07:02.2,-39.4123812
07:02.3,-39.4421354
07:02.5,-39.4464472
07:02.6,-39.4587293
07:02.7,-39.4627817
07:02.8,-39.4542491
07:02.9,-39.469625
07:03.0,-39.4867278
07:03.1,-39.4766273
07:03.2,-39.4787943
07:03.3,-39.4582788
07:03.4,-39.4602212
07:03.5,-39.4336093
07:03.6,-39.4386031
07:03.7,-39.4439664
07:03.8,-39.446265
07:04.0,-39.4488157
07:04.1,-39.3672111
07:04.2,-39.3732143
07:04.3,-39.3815436
07:04.4,-39.3814267
07:04.5,-39.392178
07:04.6,-39.3941959
07:04.7,-39.397951
07:04.8,-39.4033073
07:04.9,-39.4040467
07:05.0,-39.4100728
07:05.2,-39.3975954
07:05.3,-39.4048569
07:05.4,-39.4071296
07:05.5,-39.4085749
07:05.6,-39.4130228
07:05.7,-39.4156877
07:05.8,-39.4178208
07:05.9,-39.4222549
07:06.0,-39.4195552
07:06.1,-39.4226513
07:06.2,-39.4260031
07:06.3,-39.4266079
07:06.4,-39.429733
07:06.5,-39.4336981
07:06.6,-39.4398565
07:06.7,-39.4428895
07:06.9,-39.4444505
07:07.0,-39.4439449
07:07.1,-39.4364428
07:07.2,-39.4390964
07:07.3,-39.4414637
07:07.4,-39.4468768
07:07.5,-39.4492423
07:07.6,-39.4542837
07:07.7,-39.4554516
07:07.8,-39.4596624
07:07.9,-39.4625948
07:08.0,-39.4645494
07:08.1,-39.4662942
07:08.2,-39.468993
07:08.3,-39.4720576
07:08.4,-39.4755276
07:08.5,-39.4777978
07:08.6,-39.4803205
07:08.7,-39.4825202
07:08.8,-39.4853203
07:08.9,-39.4870753
07:09.1,-39.4890265
07:09.2,-39.4915062
07:09.3,-39.4937537
07:09.4,-39.4941364
07:09.5,-39.4951759
07:09.6,-39.495711
07:09.7,-39.497834
07:09.8,-39.4984392
07:09.9,-39.4999407
07:10.0,-39.5024619
07:10.1,-39.5038796
07:10.2,-39.5045488
07:10.3,-39.5047111
07:10.4,-39.5068763
07:10.5,-39.5091538
07:10.6,-39.5107528
07:10.7,-39.5127139
07:10.8,-39.5150738
07:10.9,-39.5167562
07:11.0,-39.5171959
07:11.1,-39.5189418
07:11.3,-39.520079
07:11.4,-39.5205746
07:11.5,-39.5209112
07:11.6,-39.5217316
07:11.7,-39.5222683
07:11.8,-39.5221242
07:11.9,-39.522967
07:12.0,-39.5244804
07:12.1,-39.5252776
07:12.2,-39.5207562
07:12.3,-39.5213213
07:12.4,-39.5217113
07:12.5,-39.4969489
07:12.6,-38.1646135
07:12.8,-38.7345465
07:12.9,-39.5527364
07:13.0,-39.5490844
07:13.1,-37.5211352
07:13.2,-38.1004504
07:13.3,-39.3795166
07:13.4,-39.4261727
07:13.5,-39.5172403
07:13.6,-39.5183542
07:13.7,-39.5083187
07:13.8,-39.523223
07:13.9,-39.3797522
07:14.0,-39.3705186
07:14.1,-39.3828622
07:14.2,-39.3934977
07:14.3,-39.3870927
07:14.4,-39.3927958
07:14.5,-39.4038245
07:14.6,-39.4046135
07:14.7,-39.3037808
07:14.8,-39.520155
07:14.9,-39.5485189
07:15.0,-39.5781677
07:15.2,-39.576622
07:15.3,-39.5517787
07:15.4,-39.1999837
07:15.5,-39.2883301
07:15.6,-39.3430902
07:15.7,-39.3769229
07:15.8,-39.6190955
07:16.0,-39.6659315
07:16.1,-39.6488309
07:16.2,-39.2318492
07:16.3,-39.2813979
07:16.4,-39.2371114
07:16.5,-39.2754655
07:16.6,-39.3084759
07:16.7,-39.3328072
07:16.8,-39.3681102
07:16.9,-39.3681469
07:17.0,-39.369648
07:17.1,-39.3330625
07:17.2,-39.2710368
07:17.3,-39.0613728
07:17.4,-39.1495533
07:17.5,-39.2228287
07:17.6,-39.3325191
07:17.7,-39.3924031
07:17.8,-39.4229037
07:18.0,-39.4326052
07:18.1,-39.3950589
07:18.2,-39.3685857
07:18.3,-39.3694725
07:18.4,-39.3825029
07:18.5,-39.3932463
07:18.6,-39.3974173
07:18.7,-39.4057143
07:18.8,-39.4117199
07:18.9,-39.4300065
07:19.0,-39.4423778
07:19.1,-39.4595082
07:19.2,-39.46453
07:19.3,-39.464155
07:19.4,-39.4685633
07:19.5,-39.4735098
07:19.6,-39.4789531
07:19.7,-39.4808154
07:19.8,-39.4912543
07:20.0,-39.4958324
07:20.8,-39.5102638
07:20.9,-39.5122153
07:21.1,-39.5141626
07:21.5,-39.4783999
07:21.6,-39.3764646
07:21.7,-39.443707
07:21.8,-39.4322172
07:22.0,-39.4675728
07:22.1,-39.4748885
07:22.2,-39.4746614
07:22.3,-39.4789591
07:22.4,-39.480203
07:22.5,-39.4875127
07:22.6,-39.5058688
07:22.7,-39.5101076
07:22.8,-39.5169338
07:22.9,-39.4904969
07:23.0,-39.4932654
07:23.1,-39.5001091
07:23.2,-39.490923
07:23.3,-39.4829049
07:23.4,-39.4657711
07:23.5,-39.4710966
07:23.6,-39.4801138
07:23.7,-39.4784963
07:23.9,-39.4829462
07:24.0,-39.4714737
07:24.1,-39.4614168
07:24.2,-39.4674277
07:24.3,-39.4735146
07:24.4,-39.4732358
07:24.5,-39.478929
07:24.6,-39.4813309
07:24.7,-39.4110155
07:24.8,-39.5401269
07:24.9,-39.5502064
07:25.0,-39.6248709
07:25.1,-39.640644
07:25.2,-38.8855252
07:25.3,-38.9999232
07:25.5,-39.1532355
07:25.6,-39.1043628
07:25.7,-39.1966054
07:25.8,-39.230918
07:25.9,-39.2814801
07:26.0,-39.3004586
07:26.1,-39.3224278
07:26.3,-39.3435155
07:26.4,-39.2061905
07:26.5,-39.228345
07:26.6,-39.2601945
07:26.7,-39.2913726
07:26.8,-39.3047884
07:26.9,-39.3253994
07:27.0,-39.334718
07:27.1,-39.3428677
07:27.2,-39.3583204
07:27.3,-39.3585624
07:27.4,-39.365243
07:27.5,-39.3710073
07:27.6,-39.3930788
07:27.7,-39.5699323
07:27.8,-39.6189482
07:27.9,-39.3969964
07:28.0,-39.4664247
07:28.1,-39.4817663
07:28.2,-39.520425
07:28.3,-39.5436283
07:28.4,-39.5603659
07:28.6,-39.5611907
07:28.7,-39.5659571
07:28.8,-39.5722406
07:28.9,-39.5764716
07:29.0,-39.5482978
07:29.1,-39.5538683
07:29.2,-39.5340782
07:29.3,-39.5158777
07:29.4,-39.5151171
07:29.5,-39.5222376
07:29.6,-39.5164836
07:29.7,-39.5233033
07:29.8,-39.5311623
07:29.9,-39.5393077
07:30.0,-39.5429208
07:30.2,-39.5437072
07:30.3,-39.5485797
07:30.4,-39.5540813
07:30.5,-39.5538122
07:30.6,-39.5576909
07:30.7,-39.5610684
07:30.8,-39.5640647
07:30.9,-39.5640634
07:31.0,-39.5657799
07:31.1,-39.5633149
07:31.2,-39.5614827
07:31.3,-39.5612864
07:31.4,-39.5611522
07:31.5,-39.5592339
07:31.6,-39.560105
07:31.7,-39.5598904
07:31.8,-39.5632195
07:31.9,-39.5667792
07:32.0,-39.5684764
07:32.1,-39.5722023
07:32.3,-39.5732192
07:32.4,-39.5747752
07:32.5,-39.5785006
07:32.6,-39.5813212
07:32.7,-39.5830913
07:32.8,-39.58342
07:32.9,-39.5835886
07:33.0,-39.5855552
07:33.1,-39.5879209
07:33.2,-39.5871696
07:33.3,-39.5877963
07:33.4,-39.5895739
07:33.5,-39.5921696
07:33.6,-39.5925887
07:33.7,-39.593254
07:33.8,-39.5928598
07:33.9,-39.5935139
07:34.0,-39.5935817
07:34.1,-39.5941512
07:34.2,-39.5954831
07:34.4,-39.595988
07:34.5,-39.5923051
07:34.6,-39.5923973
07:34.7,-39.5930065
07:34.8,-39.5929808
07:34.9,-39.5936173
07:35.0,-39.5928349
07:35.1,-39.5915112
07:35.2,-39.5925097
07:35.3,-39.5917423
07:35.4,-39.5919532
07:35.5,-39.5942099
07:35.6,-39.5948511
07:35.7,-39.4456125
07:35.8,-39.2088576
07:35.9,-39.2720022
07:36.0,-39.2674607
07:36.1,-39.2896635
07:36.2,-39.3516679
07:36.3,-39.3646843
07:36.4,-39.4041812
07:36.5,-39.4181763
07:36.7,-39.4337358
07:36.8,-39.3759896
07:36.9,-39.3615379
07:37.0,-39.3782205
07:37.1,-39.38643
07:37.2,-39.4055883
07:37.3,-39.415036
07:37.4,-39.423038
07:37.5,-39.4281008
07:37.6,-39.4279285
07:37.7,-39.4375034
07:37.8,-39.4448306
07:37.9,-39.4461035
07:38.0,-39.438994
07:38.1,-39.4318718
07:38.3,-39.4382956
07:38.4,-39.4417156
07:38.5,-39.440798
07:38.6,-39.4445566
07:38.7,-39.4478627
07:38.8,-39.4513555
07:38.9,-39.4598449
07:39.0,-39.4641965
07:39.1,-39.4672176
07:39.2,-39.4704405
07:39.3,-39.4716855
07:39.4,-39.4748697
07:39.5,-39.4769969
07:39.6,-39.478869
07:39.7,-39.4842073
07:39.9,-39.4881099
07:40.0,-39.493248
07:40.1,-39.4974599
07:40.2,-39.498755
07:40.3,-39.4962063
07:40.4,-39.4943045
07:40.5,-39.4962562
07:40.6,-39.4998049
07:40.7,-39.4892631
07:40.8,-39.4911799
07:40.9,-39.4885608
07:41.0,-39.4826788
07:41.1,-39.4827698
07:41.2,-39.486734
07:41.3,-39.4844171
07:41.4,-39.4859047
07:41.5,-39.4892821
07:41.6,-39.4888754
07:41.7,-39.4882168
07:41.8,-39.4888691
07:41.9,-39.4902157
07:42.0,-39.4897942
07:42.2,-39.4895866
07:42.3,-39.4851154
07:42.4,-39.4815701
07:42.5,-39.4825681
07:42.6,-39.4832441
07:42.7,-39.4841935
07:42.8,-39.4844251
07:42.9,-39.4848961
07:43.0,-39.4871209
07:43.1,-39.4844691
07:43.2,-39.4866019
07:43.3,-39.4872069
07:43.4,-39.4720129
07:43.5,-39.4741279
07:43.6,-39.47629
07:43.7,-39.4765435
07:43.8,-39.475854
07:43.9,-39.4765943
07:44.0,-39.477802
07:44.2,-39.4785424
07:44.3,-39.4805056
07:44.4,-39.4816207
07:44.5,-39.4836607
07:44.6,-39.4845198
07:44.7,-39.4837298
07:44.8,-39.4848349
07:44.9,-39.485985
07:45.0,-39.4869464
07:45.1,-39.4869907
07:45.2,-39.4885118
07:45.3,-39.4891513
07:45.4,-39.4890932
07:45.5,-39.4851193
07:45.6,-39.4860934
07:45.7,-39.4864795
07:45.8,-39.487015
07:45.9,-39.4875262
07:46.0,-39.4859144
07:46.1,-39.4858757
07:46.2,-39.4855094
07:46.4,-39.4843937
07:46.5,-39.4828027
07:46.6,-39.4820326
07:46.7,-39.4820266
07:46.8,-39.4816483
07:46.9,-39.4799414
07:47.0,-39.47907
07:47.1,-39.475094
07:47.2,-39.4710895
07:47.3,-39.470071
07:47.4,-39.4691801
07:47.5,-39.469101
07:47.6,-39.4667117
07:47.7,-39.4655599
07:47.8,-39.4618244
07:48.0,-39.4595472
07:48.1,-39.4598409
07:48.2,-39.4603292
07:48.3,-39.4596114
07:48.4,-39.458894
07:48.5,-39.4595001
07:48.6,-39.4603722
07:48.7,-39.4541209
07:48.8,-39.4541201
07:48.9,-39.4543951
07:49.0,-39.4445202
07:49.1,-39.4491795
07:49.2,-39.380794
07:49.3,-39.3836549
07:49.4,-39.3998082
07:49.5,-39.4170648
07:49.6,-39.4463725
07:49.7,-39.4176703
07:49.8,-39.4304448
07:50.0,-39.4180056
07:50.1,-39.4341977
07:50.2,-39.4310416
07:50.3,-39.4363892
07:50.4,-39.4363522
07:50.5,-39.5324239
07:50.6,-39.3765567
07:50.7,-39.3819865
07:50.8,-39.4403886
07:50.9,-39.4547497
07:51.0,-39.4796169
07:51.1,-39.5043906
07:51.2,-39.5176574
07:51.3,-39.4898638
07:51.4,-39.4827655
07:51.5,-39.4856592
07:51.6,-39.4924633
07:51.7,-39.4951362
07:51.8,-39.4924408
07:52.0,-39.4854221
07:52.1,-39.4691672
07:52.2,-39.460927
07:52.3,-39.4473548
07:52.4,-39.4476454
07:52.5,-39.4272336
07:52.6,-39.4353813
07:52.7,-39.438603
07:52.8,-39.422454
07:52.9,-39.4141747
07:53.0,-39.4208598
07:53.1,-39.4164083
07:53.2,-39.4188536
07:53.3,-39.4244485
07:53.4,-39.4283239
07:53.6,-39.4316073
07:53.7,-39.4379563
07:53.8,-39.4433542
07:53.9,-39.4455531
07:54.0,-39.4502884
07:54.1,-39.4538002
07:54.2,-39.4554697
07:54.3,-39.4544272
07:54.4,-39.4530532
07:54.5,-39.4537224
07:54.6,-39.4524261
07:54.7,-39.4504139
07:54.8,-39.450348
07:54.9,-39.450033
07:55.0,-39.4517896
07:55.2,-39.4550397
07:55.3,-39.4562939
07:55.4,-39.4582896
07:55.5,-39.4578302
07:55.6,-39.4579939
07:55.7,-39.4604346
07:55.8,-39.461918
07:55.9,-39.4629864
07:56.0,-39.4635002
07:56.1,-39.4627967
07:56.2,-39.4627451
07:56.3,-39.4625856
07:56.4,-39.4637389
07:56.5,-39.4647688
07:56.6,-39.4645733
07:56.7,-39.4628835
07:56.8,-39.4625389
07:56.9,-39.4618298
07:57.0,-39.4611896
07:57.2,-39.4596927
07:57.3,-39.4601746
07:57.4,-39.460254
07:57.5,-39.4596953
07:57.6,-39.4577482
07:57.7,-39.4587962
07:57.8,-39.4575449
07:57.9,-39.4584499
07:58.0,-39.4560255
07:58.1,-39.4552553
07:58.2,-39.4531256
07:58.3,-39.446798
07:58.4,-39.4455648
07:58.5,-39.4448302
07:58.6,-39.4431855
07:58.7,-39.4423898
07:58.8,-39.4425719
07:58.9,-39.4417454
07:59.0,-39.4424663
07:59.1,-39.4418556
07:59.3,-39.4412084
07:59.4,-39.4391882
07:59.5,-39.4404877
07:59.6,-39.4405669
07:59.7,-39.4279782
07:59.8,-39.2710541
07:59.9,-39.378062
08:00.0,-39.3898249
08:00.1,-39.3979715
08:00.2,-39.4105416
08:00.3,-39.3918587
08:00.4,-39.4037394
08:00.5,-39.4036582
08:00.6,-39.4061513
08:00.7,-39.4051932
08:00.8,-39.1614517
08:00.9,-39.2980847
08:01.0,-38.5447984
08:01.1,-38.7088692
08:01.2,-38.8824598
08:01.3,-38.9514496
08:01.4,-39.0697696
08:01.6,-39.1370154
08:01.7,-39.1909498
08:01.8,-39.2327504
08:01.9,-39.260432
08:02.0,-39.2736812
08:02.1,-39.2851582
08:02.2,-39.2919411
08:02.3,-39.3003957
08:02.4,-39.1612598
08:02.5,-39.5390778
08:02.6,-39.5062963
08:02.7,-37.7695263
08:02.8,-39.5306144
08:02.9,-38.8571662
08:03.0,-38.9713745
08:03.2,-39.0607204
08:03.3,-39.0994956
08:03.4,-39.1470333
08:03.5,-39.1988145
08:03.6,-39.2040784
08:03.7,-39.2077681
08:03.8,-39.2332433
08:03.9,-39.2498833
08:04.0,-39.2733337
08:04.1,-39.2773284
08:04.2,-39.3027573
08:04.3,-39.3012855
08:04.4,-39.3067379
08:04.5,-39.3106583
08:04.6,-39.315509
08:04.7,-39.3205304
08:04.8,-39.3239538
08:04.9,-39.3294871
08:05.0,-39.3331139
08:05.1,-39.3383487
08:05.2,-39.3416168
08:05.3,-39.3459159
08:05.5,-39.3453902
08:05.6,-39.3424427
08:05.7,-39.3441038
08:05.8,-39.34693
08:05.9,-39.3435403
08:06.0,-39.3452466
08:06.1,-39.3453364
08:06.2,-39.3458561
08:06.3,-39.3468235
08:06.4,-39.3492679
08:06.5,-39.3480421
08:06.6,-39.3440199
08:06.7,-39.3445597
08:06.8,-39.34495
08:06.9,-39.3444175
08:07.0,-39.3329162
08:07.1,-39.3338465
08:07.2,-39.3239469
08:07.3,-39.3238157
08:07.4,-39.3243221
08:07.5,-39.3252388
08:07.6,-39.3253584
08:07.8,-39.3252644
08:07.9,-39.3238725
08:08.0,-39.3227202
08:08.1,-39.3245569
08:08.2,-39.3262296
08:08.3,-39.3254862
08:08.4,-39.3267752
08:08.5,-39.3271968
08:08.6,-39.3277867
08:08.7,-39.3275259
08:08.8,-39.3272754
08:08.9,-39.3273732
08:09.0,-39.327643
08:09.1,-39.3282834
08:09.2,-39.3271578
08:09.3,-39.3246906
08:09.4,-39.3251453
08:09.5,-39.3254827
08:09.6,-39.3256064
08:09.7,-39.3237226
08:09.8,-39.3247318
08:09.9,-39.3246654
08:10.1,-39.3249424
08:10.2,-39.3253067
08:10.3,-39.3252412
08:10.4,-39.3236893
08:10.5,-39.3237903
08:10.6,-39.3239873
08:10.7,-39.3231808
08:10.8,-39.3229471
08:10.9,-39.3226471
08:11.0,-39.3218103
08:11.1,-39.3213136
08:11.2,-39.3197321
08:11.3,-39.3193731
08:11.4,-39.3155251
08:11.5,-39.3155336
08:11.6,-38.9120421
08:11.7,-39.064025
08:11.8,-39.1661925
08:11.9,-39.1901029
08:12.0,-38.9931204
08:12.1,-39.0118165
08:12.2,-39.0331968
08:12.3,-39.0568853
08:12.5,-39.0910537
08:12.6,-39.1133978
08:12.7,-39.1176471
08:12.8,-38.7096745
08:12.9,-39.2342359
08:13.0,-38.8573644
08:13.1,-38.9415657
08:13.2,-38.9835064
08:13.3,-38.9939034
08:13.4,-38.7354772
08:13.5,-38.7881106
08:13.6,-39.2545667
08:13.7,-39.219242
08:13.8,-39.183643
08:13.9,-38.8325836
08:14.0,-38.9200649
08:14.1,-38.9466915
08:14.2,-38.9652958
08:14.3,-38.9825593
08:14.4,-38.9968115
08:14.5,-39.0165498
08:14.6,-39.0355386
08:14.7,-39.0493067
08:14.9,-38.5046587
08:15.0,-39.3014567
08:15.1,-39.1755237
08:15.2,-39.1678006
08:15.3,-38.9096462
08:15.4,-39.0100328
08:15.5,-39.0215115
08:15.6,-39.0564795
08:15.7,-39.0304466
08:15.8,-39.0753046
08:15.9,-39.0998626
08:16.0,-39.1215562
08:16.1,-39.1365362
08:16.2,-39.1406323
08:16.3,-39.1439544
08:16.4,-39.1465739
08:16.5,-39.141239
